sign,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
A,0.37321433424949646,0.43087711930274963,0.46903857588768005,0.4816795587539673,0.49487394094467163,0.43768322467803955,0.4431437849998474,0.43549227714538574,0.4255521297454834,0.39005371928215027,0.3957360088825226,0.39847949147224426,0.39384132623672485,0.3509137034416199,0.34739822149276733,0.3631711006164551,0.3615706264972687,0.3121665120124817,0.3097132742404938,0.32672321796417236,0.33303430676460266,0.744970440864563,0.6830108761787415,0.557697057723999,0.44652462005615234,0.37350043654441833,0.471566766500473,0.42611414194107056,0.524482011795044,0.5185819864273071,0.46859902143478394,0.41364073753356934,0.5242879390716553,0.5162243247032166,0.4912880063056946,0.43293899297714233,0.5291323661804199,0.5287431478500366,0.5050765872001648,0.49139073491096497,0.5459772348403931,0.5377359986305237,-3.168776743223134e-07,-0.02206568606197834,-0.023920051753520966,-0.022343885153532028,-0.012852379120886326,-0.006600929424166679,-0.02446586638689041,-0.02962547168135643,-0.033875759690999985,-0.0007351847598329186,-0.024544624611735344,-0.025519732385873795,-0.021914001554250717,0.0014772030990570784,-0.019937055185437202,-0.0036238543689250946,0.010525738820433617,0.0017873358447104692,-0.006460809148848057,0.006202938500791788,0.016926517710089684
A,0.3746664822101593,0.4325147867202759,0.47181639075279236,0.4854676127433777,0.5004778504371643,0.44159698486328125,0.4467655420303345,0.4381234347820282,0.42792898416519165,0.3941327631473541,0.39954161643981934,0.4016121029853821,0.3973187208175659,0.3554050326347351,0.35071298480033875,0.3657688498497009,0.3647007346153259,0.31680017709732056,0.3129288852214813,0.32917430996894836,0.33569732308387756,0.7428252100944519,0.6816855072975159,0.5580160021781921,0.4488888084888458,0.37753018736839294,0.47216376662254333,0.4274100959300995,0.5258470773696899,0.5178645849227905,0.4684000313282013,0.4148021340370178,0.5248351097106934,0.5150254368782043,0.48982754349708557,0.4315722584724426,0.5289741158485413,0.5276078581809998,0.5018354058265686,0.4896446764469147,0.5459332466125488,0.5372300744056702,-3.392897269804962e-07,-0.019963368773460388,-0.02113576978445053,-0.01933247409760952,-0.009654667228460312,-0.004718683194369078,-0.023170089349150658,-0.029599344357848167,-0.034898482263088226,0.00019820613670162857,-0.02355828694999218,-0.02498241513967514,-0.022013314068317413,0.0015290166484192014,-0.018983693793416023,-0.0021323510445654392,0.011905312538146973,0.0009906305931508541,-0.00655869347974658,0.00644788658246398,0.01714245043694973
A,0.3746391534805298,0.4338100254535675,0.47472092509269714,0.4884394705295563,0.5041418671607971,0.44468116760253906,0.44996827840805054,0.440806120634079,0.431050568819046,0.39712196588516235,0.4028770923614502,0.4040796160697937,0.399678111076355,0.35844653844833374,0.3539329171180725,0.3685443699359894,0.367470920085907,0.31981900334358215,0.3161294162273407,0.33182191848754883,0.3380688428878784,0.7394545674324036,0.6855186223983765,0.5604118704795837,0.4486425817012787,0.3767549991607666,0.4743882715702057,0.429303377866745,0.5278105735778809,0.5205661654472351,0.4686376750469208,0.4155905842781067,0.5259429812431335,0.5173960328102112,0.48809289932250977,0.43016543984413147,0.5290435552597046,0.5285294651985168,0.49852725863456726,0.48704856634140015,0.5443513989448547,0.5364782214164734,-3.446800747042289e-07,-0.021607330068945885,-0.022712023928761482,-0.020472388714551926,-0.010327020660042763,-0.00595559598878026,-0.024625306949019432,-0.03052515536546707,-0.03526274859905243,-0.00039744743844494224,-0.02415122464299202,-0.02496342360973358,-0.021338025107979774,0.0012886354234069586,-0.019776998087763786,-0.0029687408823519945,0.011330035515129566,0.0009902014862746,-0.007195903453975916,0.005502417217940092,0.016154257580637932
A,0.37369099259376526,0.43341535329818726,0.47450578212738037,0.48867788910865784,0.50536048412323,0.4439683258533478,0.45149585604667664,0.44134384393692017,0.4298154413700104,0.3958794176578522,0.4045450687408447,0.4050943851470947,0.39931344985961914,0.3572562038898468,0.3558708727359772,0.3704739511013031,0.36725836992263794,0.31879886984825134,0.3171059191226959,0.3323574960231781,0.3370887041091919,0.7402089834213257,0.683063268661499,0.5585989952087402,0.44794055819511414,0.37634143233299255,0.47293582558631897,0.42893800139427185,0.5281360149383545,0.5194720029830933,0.4668208956718445,0.4148344099521637,0.5274170637130737,0.5177237391471863,0.48767155408859253,0.42940035462379456,0.5281938314437866,0.5275357365608215,0.497752845287323,0.4857325553894043,0.5400810837745667,0.5308544039726257,-3.282341367594199e-07,-0.02209164947271347,-0.02338455244898796,-0.021088624373078346,-0.010916233994066715,-0.008021705783903599,-0.02509385347366333,-0.029775114730000496,-0.03422928601503372,-0.0017918586963787675,-0.025072021409869194,-0.026314545422792435,-0.02339109219610691,0.001001877710223198,-0.019389912486076355,-0.003064198652282357,0.010453556664288044,0.001857768278568983,-0.006258736364543438,0.005729620810598135,0.015569706447422504
A,0.37183836102485657,0.43156006932258606,0.4737710952758789,0.4897005558013916,0.507252037525177,0.44656142592430115,0.4534003734588623,0.4423632025718689,0.4314470887184143,0.3986554741859436,0.4070892632007599,0.4062715470790863,0.40092548727989197,0.35962599515914917,0.3576172888278961,0.37127262353897095,0.3687804341316223,0.3214755058288574,0.3191523551940918,0.33392733335494995,0.3391781151294708,0.7403028607368469,0.6853142380714417,0.5610684156417847,0.4500553607940674,0.37923571467399597,0.47128310799598694,0.42941007018089294,0.5285812020301819,0.5192824006080627,0.4633185863494873,0.4124058783054352,0.5255046486854553,0.5151875615119934,0.4825088679790497,0.424701452255249,0.5241167545318604,0.523115336894989,0.4917795658111572,0.48144420981407166,0.537585437297821,0.5269399285316467,-3.4940069326694356e-07,-0.020698601379990578,-0.02163407951593399,-0.01921878196299076,-0.008793081156909466,-0.0052944389171898365,-0.0229481253772974,-0.0284743569791317,-0.03347611054778099,0.00023221583978738636,-0.022923339158296585,-0.023541457951068878,-0.020098969340324402,0.002085058018565178,-0.0180071834474802,-0.0007906807004474103,0.013228672556579113,0.0019804094918072224,-0.00609372416511178,0.006197670474648476,0.016285285353660583
A,0.3689577877521515,0.4296749532222748,0.4721880257129669,0.49061378836631775,0.5092946887016296,0.4476878345012665,0.4551542401313782,0.4420650005340576,0.43128278851509094,0.40031713247299194,0.40821191668510437,0.4053148925304413,0.4005643427371979,0.3605659604072571,0.35893991589546204,0.37055930495262146,0.3683832287788391,0.32221099734306335,0.31995323300361633,0.33360549807548523,0.33924421668052673,0.7409831881523132,0.6879379153251648,0.5639764666557312,0.4520103633403778,0.3814409375190735,0.47428441047668457,0.43210405111312866,0.5297995805740356,0.521657407283783,0.4628749191761017,0.4122838079929352,0.5248625874519348,0.5162379145622253,0.4802349805831909,0.4258427917957306,0.5251588821411133,0.5235760807991028,0.48930132389068604,0.4790615737438202,0.5353648662567139,0.5243698358535767,-3.4537990245553374e-07,-0.02113688923418522,-0.02185220830142498,-0.019230643287301064,-0.008620881475508213,-0.004436444491147995,-0.02140108123421669,-0.02589733898639679,-0.030264070257544518,0.0010121316881850362,-0.02303708903491497,-0.02396027371287346,-0.020263589918613434,0.0026998717803508043,-0.018663479015231133,-0.0022158753126859665,0.011828046292066574,0.0024836950469762087,-0.006402209401130676,0.005525939166545868,0.015620565041899681
A,0.3694863021373749,0.42868128418922424,0.4729275107383728,0.4902784526348114,0.5049559473991394,0.4462447464466095,0.4595382809638977,0.44397544860839844,0.42918673157691956,0.39767271280288696,0.4107281267642975,0.4061814248561859,0.39816248416900635,0.35799095034599304,0.3617481291294098,0.37180355191230774,0.366115540266037,0.3206310272216797,0.32215726375579834,0.33582985401153564,0.33935970067977905,0.7489408254623413,0.6942886114120483,0.5702099800109863,0.46019887924194336,0.3833169639110565,0.47354698181152344,0.4398810565471649,0.537075936794281,0.5231214165687561,0.4647318422794342,0.42484617233276367,0.5368320941925049,0.5218250751495361,0.48420655727386475,0.4377443790435791,0.537830650806427,0.530547022819519,0.49516406655311584,0.48900482058525085,0.5477263927459717,0.5372995138168335,-3.360399887242238e-07,-0.026826735585927963,-0.029809720814228058,-0.02815110981464386,-0.0186466071754694,-0.011465776711702347,-0.030661338940262794,-0.03703620657324791,-0.042453572154045105,-0.004315557423979044,-0.030259832739830017,-0.03415350243449211,-0.03278921917080879,-0.0010269763879477978,-0.02536311373114586,-0.012169863097369671,-0.00012224176316522062,0.00017399160424247384,-0.01150454394519329,-0.00100293243303895,0.008416682481765747
A,0.3823939263820648,0.442761093378067,0.4744141697883606,0.47769612073898315,0.4845690429210663,0.42064595222473145,0.4444543123245239,0.44303080439567566,0.42861247062683105,0.3763917088508606,0.39879655838012695,0.4048479199409485,0.3936348259449005,0.3384278118610382,0.35469335317611694,0.3700762093067169,0.3637385070323944,0.30549538135528564,0.3167652487754822,0.33251434564590454,0.33151447772979736,0.7474092841148376,0.6813343167304993,0.5462461113929749,0.439409464597702,0.35934019088745117,0.4290957748889923,0.45610448718070984,0.540882408618927,0.5474962592124939,0.43109413981437683,0.4752393960952759,0.5709962844848633,0.5626564621925354,0.4685583710670471,0.5010071396827698,0.5885130167007446,0.5854066014289856,0.5145473480224609,0.535044252872467,0.5916051268577576,0.5934879183769226,-2.5665286784715136e-07,-0.0308090727776289,-0.037023596465587616,-0.03846393898129463,-0.03465172275900841,-0.016821999102830887,-0.03665657714009285,-0.042945072054862976,-0.04588061198592186,-0.01165323331952095,-0.032334715127944946,-0.036505185067653656,-0.03638150542974472,-0.010711492039263248,-0.03638969361782074,-0.029418425634503365,-0.020959053188562393,-0.01186444517225027,-0.028301792219281197,-0.02026084065437317,-0.010776861570775509
A,0.390138179063797,0.4448550343513489,0.46992406249046326,0.4716968238353729,0.47727707028388977,0.42078784108161926,0.44432830810546875,0.4459027647972107,0.4375901222229004,0.37318333983421326,0.4019460380077362,0.40921029448509216,0.40283387899398804,0.33347728848457336,0.35875287652015686,0.37344828248023987,0.3729175627231598,0.30128034949302673,0.3141060471534729,0.3320200443267822,0.3375350534915924,0.7215107679367065,0.6633175015449524,0.5503997802734375,0.45797064900398254,0.3783315420150757,0.41973230242729187,0.49312925338745117,0.5662042498588562,0.5772517919540405,0.43141674995422363,0.5282043814659119,0.6038490533828735,0.6090726256370544,0.47297728061676025,0.5635002255439758,0.6308647990226746,0.6338945031166077,0.5262046456336975,0.582362174987793,0.6293761134147644,0.6348125338554382,-3.3789737585721014e-07,-0.0325469970703125,-0.04530726745724678,-0.054218046367168427,-0.05980014428496361,-0.028882820159196854,-0.06039479002356529,-0.0780552327632904,-0.08705418556928635,-0.02472744882106781,-0.0512334443628788,-0.05684424564242363,-0.05805151164531708,-0.025550244376063347,-0.054359499365091324,-0.049080345779657364,-0.04126276448369026,-0.02945369854569435,-0.04867806285619736,-0.044140368700027466,-0.03625774011015892
A,0.38762420415878296,0.4389428198337555,0.4681532084941864,0.46884065866470337,0.47846078872680664,0.41983112692832947,0.43388816714286804,0.44381436705589294,0.4449658989906311,0.3718576729297638,0.39046332240104675,0.40569159388542175,0.40833207964897156,0.33246150612831116,0.3487665057182312,0.36842501163482666,0.37491562962532043,0.2999233901500702,0.30918142199516296,0.32591041922569275,0.33119648694992065,0.7243127226829529,0.6795346736907959,0.586322546005249,0.5101637840270996,0.43909186124801636,0.44681161642074585,0.5402708053588867,0.5984805822372437,0.5984339118003845,0.4575587809085846,0.5895071625709534,0.6465507745742798,0.6322256326675415,0.49690455198287964,0.620457649230957,0.6710082292556763,0.657680869102478,0.5486738681793213,0.6324609518051147,0.6711449027061462,0.6623958349227905,-3.204046663540794e-07,-0.03752519562840462,-0.0544121079146862,-0.06578914076089859,-0.07253506034612656,-0.04135474935173988,-0.07497482001781464,-0.09000157564878464,-0.0962858647108078,-0.03489141911268234,-0.06513147801160812,-0.06917495280504227,-0.06875178962945938,-0.0334278866648674,-0.063877172768116,-0.058440275490283966,-0.05048220604658127,-0.03570246696472168,-0.05733297020196915,-0.05576544627547264,-0.049761813133955
A,0.3808540105819702,0.4342086911201477,0.47082313895225525,0.4788970351219177,0.4864822328090668,0.4313284158706665,0.4342992305755615,0.4412183165550232,0.44247063994407654,0.3819260001182556,0.39248427748680115,0.4047817587852478,0.40528324246406555,0.341865599155426,0.3523554503917694,0.3691827654838562,0.37392276525497437,0.30916517972946167,0.31602367758750916,0.33398815989494324,0.3427794873714447,0.7167234420776367,0.6936909556388855,0.6222293972969055,0.563386857509613,0.5034814476966858,0.4854177236557007,0.5992667078971863,0.6518505215644836,0.6365180015563965,0.489074170589447,0.6407608389854431,0.6879053115844727,0.6596018075942993,0.5187675356864929,0.6616759896278381,0.705487072467804,0.685889720916748,0.5586017966270447,0.6621037125587463,0.7014611959457397,0.6926780343055725,-3.2053836207524e-07,-0.040358640253543854,-0.05941334739327431,-0.07215246558189392,-0.08045915514230728,-0.052777718752622604,-0.08522597700357437,-0.09991726279258728,-0.10741119831800461,-0.04516572877764702,-0.07543297111988068,-0.08011563867330551,-0.08127411454916,-0.04169386997818947,-0.06870215386152267,-0.0631035566329956,-0.057029251009225845,-0.04256656393408775,-0.06193923205137253,-0.0610785074532032,-0.0570446252822876
A,0.38441962003707886,0.43620002269744873,0.4731508791446686,0.4854584336280823,0.497842401266098,0.4420146942138672,0.44587284326553345,0.4490516185760498,0.44881951808929443,0.39258283376693726,0.40488332509994507,0.41346243023872375,0.4139714241027832,0.35155221819877625,0.3644848167896271,0.37714284658432007,0.38018614053726196,0.3173832595348358,0.32702165842056274,0.3419850170612335,0.3481687903404236,0.710600733757019,0.6908332109451294,0.6276203989982605,0.5741416215896606,0.518349289894104,0.4917568266391754,0.6121105551719666,0.6603785753250122,0.63970547914505,0.49405089020729065,0.6477442979812622,0.6875525712966919,0.6575038433074951,0.5224335193634033,0.6674008369445801,0.7048561573028564,0.6829258799552917,0.5609079003334045,0.6637585163116455,0.6988863348960876,0.6899954080581665,-2.8999181722610956e-07,-0.033821482211351395,-0.050784070044755936,-0.06263092160224915,-0.07083731144666672,-0.04939613863825798,-0.07905694097280502,-0.09183366596698761,-0.09850958734750748,-0.044675394892692566,-0.07170343399047852,-0.07430506497621536,-0.07487335801124573,-0.04329218342900276,-0.06786815077066422,-0.06055311858654022,-0.05363393574953079,-0.04569811001420021,-0.06358703970909119,-0.06163113936781883,-0.0571134127676487
A,0.3909588158130646,0.4433993101119995,0.4812680780887604,0.4909014403820038,0.5033326745033264,0.44743090867996216,0.4526526927947998,0.45579901337623596,0.4546560049057007,0.3993428945541382,0.40975233912467957,0.41911882162094116,0.42015913128852844,0.3591344356536865,0.3706158995628357,0.3843536078929901,0.3873599171638489,0.326089084148407,0.33459728956222534,0.3490309715270996,0.35434773564338684,0.7059391736984253,0.6872392892837524,0.6203172206878662,0.5641757249832153,0.5079911351203918,0.4897973835468292,0.600306510925293,0.6520053148269653,0.6353604793548584,0.48909464478492737,0.6368086338043213,0.6797422766685486,0.6502036452293396,0.5147397518157959,0.6532129645347595,0.6918514370918274,0.6680514812469482,0.5502135157585144,0.6490432024002075,0.6866723299026489,0.6759905219078064,-2.7639018185254827e-07,-0.035984255373477936,-0.053497571498155594,-0.06518522650003433,-0.07277762144804001,-0.05172467231750488,-0.08364474028348923,-0.09695326536893845,-0.10340334475040436,-0.04614958539605141,-0.07661449909210205,-0.08088658004999161,-0.08159936219453812,-0.04414656385779381,-0.07327625900506973,-0.06791938096284866,-0.061049383133649826,-0.045697178691625595,-0.06808372586965561,-0.06816942244768143,-0.0640515461564064
